input_text,output_text
"Seven_Psychopaths | director | Jan_I_Carondelet, Seven_Psychopaths | director | Jarosław_Rodzewicz, Seven_Psychopaths | writer | Jarosław_Rodzewicz",['Seven Psychopaths director Jan I Carondelet. Seven Psychopaths director Jarosław Rodzewicz. Seven Psychopaths writer Jarosław Rodzewicz.']
"Cleopatra | distributor | SemGroup, Cleopatra | starring | Aries_Merritt, Cleopatra | distributor | Little_Bear, Little_Bear | foundingYear | 1908-05-02",['Cleopatra distributor SemGroup. Cleopatra starring Aries Merritt. Cleopatra distributor Little Bear. Little Bear foundingYear 1908-05-02.']
United_States | longName | Israel,['United States longName Israel.']
"Union_Pacific_6916 | engine | V8, Union_Pacific_6916 | cylinderCount | 21000, Union_Pacific_6916 | length | 185.0_(centimetres)",['Union Pacific 6916 engine V8. Union Pacific 6916 cylinderCount 21000. Union Pacific 6916 length 185.0 approximately centimetres.']
Juan_Luis_Sanfuentes | birthDate | 1908-05-02,['Juan Luis Sanfuentes was born on 1908-05-02.']
United_States | areaTotal | 3287590000000.0,['United States areaTotal 3287590000000.0.']
"Lincoln_County | hasToItsWest | Franklin_County_Pennsylvania, Isted_Lion | established | 2000, Isted_Lion | location | Lincoln_County, Isted_Lion | state | California, Lincoln_County | hasToItsSoutheast | Carroll_County_Maryland, Isted_Lion | category | Contributing_property, Lincoln_County | hasToItsNorth | Cumberland_County_Pennsylvania",['Lincoln County hasToItsWest Franklin County Pennsylvania. Isted Lion established 2000. Isted Lion is located in Lincoln County. Isted Lion state California. Lincoln County hasToItsSoutheast Carroll County Maryland. Isted Lion category Contributing property. Lincoln County hasToItsNorth Cumberland County Pennsylvania.']
"Álvaro_Aparicio | youthclub | Blyth_Spartans_A.F.C., Álvaro_Aparicio | club | West_Didsbury_and_Chorlton_A.F.C., West_Didsbury_and_Chorlton_A.F.C. | manager | Amitabh_Bachchan",['Álvaro Aparicio youthclub Blyth Spartans A.F.C.. Álvaro Aparicio club West Didsbury and Chorlton A.F.C.. West Didsbury and Chorlton A.F.C. manager Amitabh Bachchan.']
"Curros | populationMetro | 11.5, Curros | leaderTitle | patriarch, Curros | type | City, Curros | populationDensity | 83.0, Curros | governmentType | republic, Curros | isPartOf | Jalisco",['Curros has a metro population of 11.5. Curros leaderTitle patriarch. Curros type City. Curros populationDensity 83.0. Curros governmentType republic. Curros isPartOf Jalisco.']
"Jean-Michel_Henry | professionalField | Fock–Lorentz_symmetry, Jean-Michel_Henry | knownFor | Carter_constant, Jean-Michel_Henry | knownFor | Fermat's_theorem, Jean-Michel_Henry | doctoralAdvisor | Modern_Moral_Philosophy, Jean-Michel_Henry | birthPlace | England, Jean-Michel_Henry | birthDate | 2009-06-01, Jean-Michel_Henry | almaMater | University_of_Cambridge","[""Jean-Michel Henry professionalField Fock–Lorentz symmetry. Jean-Michel Henry knownFor Carter constant. Jean-Michel Henry knownFor Fermat's theorem. Jean-Michel Henry doctoralAdvisor Modern Moral Philosophy. Jean-Michel Henry birthPlace England. Jean-Michel Henry was born on 2009-06-01. Jean-Michel Henry almaMater University of Cambridge.""]"
"Mallrats | starring | Roald_Amundsen, Mallrats | distributor | JPMorgan_Chase, Mallrats | starring | Renaud_Lavillenie, Mallrats | distributor | A.D._Vision",['Mallrats starring Roald Amundsen. Mallrats distributor JPMorgan Chase. Mallrats starring Renaud Lavillenie. Mallrats distributor A.D. Vision.']
pavane | musicSubgenre | dream_pop,['pavane musicSubgenre dream pop.']
"Turkey | currency | obol, Bionico | course | Chartreuse, Turkey | leader | Kobe_Bryant, Bionico | country | Turkey",['Turkey currency obol. Bionico course Chartreuse. Turkey leader Kobe Bryant. Bionico is based in Turkey.']
"United_States | currency | Kronenthaler, United_States | demonym | Slovenes, Bionico | course | blåbärssoppa, United_States | leader | Nicolas_Anelka, Bionico | region | Morelos, Bionico | country | United_States",['United States currency Kronenthaler. United States demonym Slovenes. Bionico course blåbärssoppa. United States leader Nicolas Anelka. Bionico region Morelos. Bionico is based in United States.']
"American_Beauty | producer | Melissa_Fahn, American_Beauty | runtime | 1249.6",['American Beauty producer Melissa Fahn. American Beauty runtime 1249.6.']
"Cédric_Carrasso | birthPlace | Hungarian_Soviet_Republic, Cédric_Carrasso | training | School_of_Applied_Arts_in_Stuttgart, Cédric_Carrasso | professionalField | anesthesia_technician_assistant",['Cédric Carrasso birthPlace Hungarian Soviet Republic. Cédric Carrasso training School of Applied Arts in Stuttgart. Cédric Carrasso professionalField anesthesia technician assistant.']
"Government_House_Brisbane | currentTenants | Audencia_Business_School, Government_House_Brisbane | location | New_Hampshire",['Government House Brisbane currentTenants Audencia Business School. Government House Brisbane is located in New Hampshire.']
"Nickel_Plate_Road_190 | cylinderCount | 4349.0, Nickel_Plate_Road_190 | length | 185.0_(centimetres)",['Nickel Plate Road 190 cylinderCount 4349.0. Nickel Plate Road 190 length 185.0 approximately centimetres.']
"Aëtius_of_Antioch | birthPlace | Roman_Empire, Roman_Empire | currency | Afghan_afghani",['Aëtius of Antioch birthPlace Roman Empire. Roman Empire currency Afghan afghani.']
"Mermaid_(Train_song) | writer | Katrina_Kaif, Double_Dare | associatedBand/associatedMusicalArtist | Quentin_Tarantino, Mermaid_(Train_song) | writer | Double_Dare, Double_Dare | associatedBand/associatedMusicalArtist | Lewis_Hamilton",['Mermaid (Train song) writer Katrina Kaif. Double Dare associatedBand/associatedMusicalArtist Quentin Tarantino. Mermaid (Train song) writer Double Dare. Double Dare associatedBand/associatedMusicalArtist Lewis Hamilton.']
"Wolfhound | precededBy | The_Tenant_of_Wildfell_Hall, The_Tenant_of_Wildfell_Hall | releaseDate | 1908-05-02",['Wolfhound was preceded by The Tenant of Wildfell Hall. The Tenant of Wildfell Hall releaseDate 1908-05-02.']
"Everything_That_Happens_Will_Happen_Today | starring | Primo_Nebiolo, Everything_That_Happens_Will_Happen_Today | cinematography | Jochen_Rindt, Everything_That_Happens_Will_Happen_Today | runtime | 27400, Everything_That_Happens_Will_Happen_Today | gross | 418476000000.0, Everything_That_Happens_Will_Happen_Today | director | Mige",['Everything That Happens Will Happen Today starring Primo Nebiolo. Everything That Happens Will Happen Today cinematography Jochen Rindt. Everything That Happens Will Happen Today runtime 27400. Everything That Happens Will Happen Today gross 418476000000.0. Everything That Happens Will Happen Today director Mige.']
"Theological_Faculty_Lugano | campus | Bangalore_–_560090, Instituto_Nacional_de_Industria | location | Rio_de_Janeiro, Theological_Faculty_Lugano | director | School_of_Applied_Arts_in_Stuttgart, Theological_Faculty_Lugano | academicStaffSize | andminus;7, Theological_Faculty_Lugano | affiliation | University_of_Botswana, Theological_Faculty_Lugano | motto | molecular_cloning, Theological_Faculty_Lugano | wasGivenTheTechnicalCampusStatusBy | Instituto_Nacional_de_Industria",['Theological Faculty Lugano campus Bangalore – 560090. Instituto Nacional de Industria is located in Rio de Janeiro. Theological Faculty Lugano director School of Applied Arts in Stuttgart. Theological Faculty Lugano academicStaffSize andminus;7. Theological Faculty Lugano affiliation University of Botswana. Theological Faculty Lugano motto molecular cloning. Theological Faculty Lugano wasGivenTheTechnicalCampusStatusBy Instituto Nacional de Industria.']
"Kashima_Antlers | league | Austrian_Football_Second_League, Kashima_Antlers | season | 1650, Austrian_Football_Second_League | country | United_States, Kashima_Antlers | numberOfMembers | 282838.0",['Kashima Antlers competes in the Austrian Football Second League. Kashima Antlers season 1650. Austrian Football Second League is based in United States. Kashima Antlers numberOfMembers 282838.0.']
"Zaunpfahl | producer | Dwight_D._Eisenhower, Zaunpfahl | runtime | 204.0, Zaunpfahl | artist | Dwight_D._Eisenhower, Zaunpfahl | type | soundtrack_album, Zaunpfahl | precededBy | Uneasy_Listening_Vol._2, Zaunpfahl | genre | lo-fi_music, Zaunpfahl | followedBy | ultimatum",['Zaunpfahl producer Dwight D. Eisenhower. Zaunpfahl runtime 204.0. Zaunpfahl artist Dwight D. Eisenhower. Zaunpfahl type soundtrack album. Zaunpfahl was preceded by Uneasy Listening Vol. 2. Zaunpfahl genre lo-fi music. Zaunpfahl was followed by ultimatum.']
"RENFE_318-001 | engine | two-cylinder_engine, RENFE_318-001 | length | 185.0_(centimetres)",['RENFE 318-001 engine two-cylinder engine. RENFE 318-001 length 185.0 approximately centimetres.']
"Johan_Adolf_Pengel_International_Airport | operatingOrganisation | Apple, Johan_Adolf_Pengel_International_Airport | runwayLength | 230.05, Johan_Adolf_Pengel_International_Airport | cityServed | Rustavi_International_Motorpark, Johan_Adolf_Pengel_International_Airport | location | Shokat_as-Sufi, Johan_Adolf_Pengel_International_Airport | elevationAboveTheSeaLevel | 58.41",['Johan Adolf Pengel International Airport operatingOrganisation Apple. Johan Adolf Pengel International Airport runwayLength 230.05. Johan Adolf Pengel International Airport cityServed Rustavi International Motorpark. Johan Adolf Pengel International Airport is located in Shokat as-Sufi. Johan Adolf Pengel International Airport elevationAboveTheSeaLevel 58.41.']
"Bugatti_Type_50 | productionStartYear | 2003, Bugatti_Type_50 | assembly | New_Hampshire, Bugatti_Type_50 | assembly | Hartselle, Bugatti_Type_50 | productionEndYear | 2003, Bugatti_Type_50 | manufacturer | Cordova",['Bugatti Type 50 productionStartYear 2003. Bugatti Type 50 assembly New Hampshire. Bugatti Type 50 assembly Hartselle. Bugatti Type 50 productionEndYear 2003. Bugatti Type 50 manufacturer Cordova.']
"Frances_E._Allen | birthPlace | Karlsruhe, Frances_E._Allen | birthDate | 1776-02-18, Frances_E._Allen | nationality | United_States",['Frances E. Allen birthPlace Karlsruhe. Frances E. Allen was born on 1776-02-18. Frances E. Allen nationality United States.']
"Carl_Linnaeus | birthPlace | Langchung, Carl_Linnaeus | birthPlace | Heilongjiang, Carl_Linnaeus | mission | Shenzhou_10, Carl_Linnaeus | mission | Mercury-Atlas_9",['Carl Linnaeus birthPlace Langchung. Carl Linnaeus birthPlace Heilongjiang. Carl Linnaeus mission Shenzhou 10. Carl Linnaeus mission Mercury-Atlas 9.']
"Superior_Dome | location | Tiros, Buxton_F.C. | league | Jordan_Premier_League, Buxton_F.C. | season | 1730, Jordan_Premier_League | country | Turkey, Buxton_F.C. | numberOfMembers | 89.0, Buxton_F.C. | ground | Superior_Dome, Buxton_F.C. | fullName | Aston_Villa_F.C.",['Superior Dome is located in Tiros. Buxton F.C. competes in the Jordan Premier League. Buxton F.C. season 1730. Jordan Premier League is based in Turkey. Buxton F.C. numberOfMembers 89.0. Buxton F.C. plays at Superior Dome. Buxton F.C. fullName Aston Villa F.C..']
"Škoda_633 | productionStartYear | 1611, Škoda_633 | productionEndYear | 1611, Škoda_633 | bodyStyle | sport_utility_vehicle, Škoda_633 | manufacturer | Mount_Ida",['Škoda 633 productionStartYear 1611. Škoda 633 productionEndYear 1611. Škoda 633 bodyStyle sport utility vehicle. Škoda 633 manufacturer Mount Ida.']
Škoda_645 | assembly | San_Saba,['Škoda 645 assembly San Saba.']
"TogliattiAzot | foundedBy | Irma_Wyman, I_Love_Lucy | broadcastedBy | TogliattiAzot",['TogliattiAzot foundedBy Irma Wyman. I Love Lucy broadcastedBy TogliattiAzot.']
"Ghost_Rider | musicComposer | Aníbal_Pinto, Ghost_Rider | director | Sir_John_Barrow_1st_Baronet",['Ghost Rider musicComposer Aníbal Pinto. Ghost Rider director Sir John Barrow 1st Baronet.']
"Mermaid_(Train_song) | genre | alternative_hip_hop, Castel_Film_Romania | followedBy | Jackson_5_Christmas_Album, Mermaid_(Train_song) | followedBy | Castel_Film_Romania, Castel_Film_Romania | genre | ska",['Mermaid (Train song) genre alternative hip hop. Castel Film Romania was followed by Jackson 5 Christmas Album. Mermaid (Train song) was followed by Castel Film Romania. Castel Film Romania genre ska.']
"Fyodor_Dostoyevsky | nationality | Kingdom_of_Iceland, Fyodor_Dostoyevsky | residence | Northern_Ireland, Fyodor_Dostoyevsky | spouse | Stephen_Kramer_Glickman, Fyodor_Dostoyevsky | professionalField | Russkii_gidrobiologicheskii_zhurnal",['Fyodor Dostoyevsky nationality Kingdom of Iceland. Fyodor Dostoyevsky residence Northern Ireland. Fyodor Dostoyevsky spouse Stephen Kramer Glickman. Fyodor Dostoyevsky professionalField Russkii gidrobiologicheskii zhurnal.']
"John_Romita_Jr. | debutTeam | Pittsburgh_Steelers, John_Romita_Jr. | activeYearsStartYear | 2010",['John Romita Jr. debutTeam Pittsburgh Steelers. John Romita Jr. activeYearsStartYear 2010.']
"Alien_Siege | producer | Haakon_Ericsson, Alien_Siege | editor | Vladislav_Pavlovich, Alien_Siege | musicComposer | Hermann_Maier, Alien_Siege | runtime | 175.26",['Alien Siege producer Haakon Ericsson. Alien Siege editor Vladislav Pavlovich. Alien Siege musicComposer Hermann Maier. Alien Siege runtime 175.26.']
"University_of_Rennes_1 | country | ""United_States""","['University of Rennes 1 is based in ""United States"".']"
Liberty_House | city | Hertfordshire,['Liberty House is located in Hertfordshire.']
"Pontiac_Executive | assembly | California, California | areaTotal | 89.0",['Pontiac Executive assembly California. California areaTotal 89.0.']
"Arcandor | city | VRT_Huis, Parks_and_Recreation | creator | HBO_East_HBO_West, Parks_and_Recreation | broadcastedBy | Arcandor, Parks_and_Recreation | firstAired | 1964-10-13",['Arcandor is located in VRT Huis. Parks and Recreation creator HBO East HBO West. Parks and Recreation broadcastedBy Arcandor. Parks and Recreation firstAired 1964-10-13.']
"Israel | currency | Italian_Somaliland_somalo, Israel | demonym | Falkland_Islanders, Bionico | course | serviettenknödel, Bionico | ingredient | Granola, serviettenknödel | dishVariation | tulumba, Bionico | country | Israel",['Israel currency Italian Somaliland somalo. Israel demonym Falkland Islanders. Bionico course serviettenknödel. Bionico ingredient Granola. serviettenknödel dishVariation tulumba. Bionico is based in Israel.']
"University_of_Orléans | numberOfStudents | 20378.5, University_of_Orléans | numberOfDoctoralStudents | 27, University_of_Orléans | campus | Rennes",['University of Orléans numberOfStudents 20378.5. University of Orléans numberOfDoctoralStudents 27. University of Orléans campus Rennes.']
"Bill_Clinton | birthPlace | Saint_Petersburg, Bill_Clinton | deathPlace | Leningrad_USSR, Bill_Clinton | deathDate | 1776-02-18, Bill_Clinton | professionalField | ethnography, Bill_Clinton | professionalField | neurosurgery",['Bill Clinton birthPlace Saint Petersburg. Bill Clinton deathPlace Leningrad USSR. Bill Clinton deathDate 1776-02-18. Bill Clinton professionalField ethnography. Bill Clinton professionalField neurosurgery.']
"Mark_Hoppus | deathDate | 1929-06-11, Mark_Hoppus | birthPlace | Constitutional_Cabinet_of_Louis_XVI, Mark_Hoppus | nationality | Constitutional_Cabinet_of_Louis_XVI",['Mark Hoppus deathDate 1929-06-11. Mark Hoppus birthPlace Constitutional Cabinet of Louis XVI. Mark Hoppus nationality Constitutional Cabinet of Louis XVI.']
Mermaid_(Train_song) | recordLabel | MPL_Communications,['Mermaid (Train song) recordLabel MPL Communications.']
"Alessandro_Del_Piero | spouse | Steve_Bright, Alessandro_Del_Piero | inOfficeWhilePresident | Diana_Princess_of_Wales, Alessandro_Del_Piero | nationality | East_Africans, Alessandro_Del_Piero | party | Green_Alliance–The_People's_Party, Alessandro_Del_Piero | birthPlace | Turkey","[""Alessandro Del Piero spouse Steve Bright. Alessandro Del Piero inOfficeWhilePresident Diana Princess of Wales. Alessandro Del Piero nationality East Africans. Alessandro Del Piero party Green Alliance–The People's Party. Alessandro Del Piero birthPlace Turkey.""]"
"Kia_Pride | assembly | London, Kia_Pride | bodyStyle | station_wagon, Kia_Pride | manufacturer | Stockton",['Kia Pride assembly London. Kia Pride bodyStyle station wagon. Kia Pride manufacturer Stockton.']
"The_Suite_Life_of_Zack_and_Cody | firstAired | 2001-01-01, The_Suite_Life_of_Zack_and_Cody | starring | Ehsan_Hadadi",['The Suite Life of Zack and Cody firstAired 2001-01-01. The Suite Life of Zack and Cody starring Ehsan Hadadi.']
José_Luis_Panizo | birthDate | 1776-02-18,['José Luis Panizo was born on 1776-02-18.']
Mermaid_(Train_song) | format | audio_streaming,['Mermaid (Train song) format audio streaming.']
"IBM | city | Frame, Beverly_Hills_90210 | broadcastedBy | IBM, Beverly_Hills_90210 | starring | Emperor_Daizong_of_Tang",['IBM is located in Frame. Beverly Hills 90210 broadcastedBy IBM. Beverly Hills 90210 starring Emperor Daizong of Tang.']
"Miss_Sadie_Thompson | distributor | NOS, Foster's_Home_for_Imaginary_Friends | series | Miss_Sadie_Thompson","[""Miss Sadie Thompson distributor NOS. Foster's Home for Imaginary Friends series Miss Sadie Thompson.""]"
"Kick-Ass | publisher | Biederstein_Verlag, Kick-Ass | literaryGenre | science_fiction, Kick-Ass | followedBy | Wujing_Zongyao, Kick-Ass | author | Manuel_Montt, Kick-Ass | releaseDate | ""30_March_2007"", Kick-Ass | precededBy | Skáldskaparmál","['Kick-Ass publisher Biederstein Verlag. Kick-Ass literaryGenre science fiction. Kick-Ass was followed by Wujing Zongyao. Kick-Ass author Manuel Montt. Kick-Ass releaseDate ""30 March 2007"". Kick-Ass was preceded by Skáldskaparmál.']"
"Vila_Longa | populationDensity | 282838.0, Vila_Longa | leaderTitle | Lou_Barletta, Vila_Longa | elevationAboveTheSeaLevel | 387.63, Vila_Longa | timeZone | UTC−07:00, Vila_Longa | timeZone | Time_in_Iceland",['Vila Longa populationDensity 282838.0. Vila Longa leaderTitle Lou Barletta. Vila Longa elevationAboveTheSeaLevel 387.63. Vila Longa timeZone UTC−07:00. Vila Longa timeZone Time in Iceland.']
"Luzamba_Airport | runwayLength | 98.0, Luzamba_Airport | icaoLocationIdentifier | Pula_Airport, Luzamba_Airport | elevationAboveTheSeaLevel | 94.0, Luzamba_Airport | runwayName | ""08/26"", Luzamba_Airport | runwaySurfaceType | vubonite","['Luzamba Airport runwayLength 98.0. Luzamba Airport icaoLocationIdentifier Pula Airport. Luzamba Airport elevationAboveTheSeaLevel 94.0. Luzamba Airport runwayName ""08/26"". Luzamba Airport runwaySurfaceType vubonite.']"
"Manuel_Bulnes | deathPlace | New_Jersey, Manuel_Bulnes | birthPlace | Virginia, Manuel_Bulnes | occupation | personal_shopper",['Manuel Bulnes deathPlace New Jersey. Manuel Bulnes birthPlace Virginia. Manuel Bulnes is known as personal shopper.']
"Beira_Airport | elevationAboveTheSeaLevel | 10252, Beira_Airport | runwayName | ""08/26"", Beira_Airport | runwaySurfaceType | polycarbonate_20%_glass_fiber_by_mass","['Beira Airport elevationAboveTheSeaLevel 10252. Beira Airport runwayName ""08/26"". Beira Airport runwaySurfaceType polycarbonate 20% glass fiber by mass.']"
"Storch_House | architect | Mitt_Romney, Storch_House | address | 108_St_Georges_Terrace, Storch_House | buildingStartDate | 1964-10-13, Storch_House | currentTenants | MIT_Sloan_School_of_Management, Storch_House | architecturalStyle | cross-in-square, Storch_House | owner | University_of_Sussex",['Storch House architect Mitt Romney. Storch House address 108 St Georges Terrace. Storch House buildingStartDate 1964-10-13. Storch House currentTenants MIT Sloan School of Management. Storch House architecturalStyle cross-in-square. Storch House owner University of Sussex.']
"Carriel_Sur_International_Airport | operatingOrganisation | Airways_New_Zealand, Airways_New_Zealand | city | Pino_del_Oro, Carriel_Sur_International_Airport | elevationAboveTheSeaLevel | 20378.5, Carriel_Sur_International_Airport | location | Brazuelo",['Carriel Sur International Airport operatingOrganisation Airways New Zealand. Airways New Zealand is located in Pino del Oro. Carriel Sur International Airport elevationAboveTheSeaLevel 20378.5. Carriel Sur International Airport is located in Brazuelo.']
"AF-borgen | architect | A._P._J._Abdul_Kalam, AF-borgen | address | 20_Fenchurch_Street, AF-borgen | buildingStartDate | 1929-06-11, AF-borgen | currentTenants | De_La_Salle_University_School_of_Economics, AF-borgen | location | California, De_La_Salle_University_School_of_Economics | country | Spain, AF-borgen | owner | University_of_Milan",['AF-borgen architect A. P. J. Abdul Kalam. AF-borgen address 20 Fenchurch Street. AF-borgen buildingStartDate 1929-06-11. AF-borgen currentTenants De La Salle University School of Economics. AF-borgen is located in California. De La Salle University School of Economics is based in Spain. AF-borgen owner University of Milan.']
"Incheon_International_Airport | operatingOrganisation | Kyosho, Incheon_International_Airport | location | Ballyhornan",['Incheon International Airport operatingOrganisation Kyosho. Incheon International Airport is located in Ballyhornan.']
"David_Cecil_6th_Marquess_of_Exeter | birthDate | 1726-01-01, David_Cecil_6th_Marquess_of_Exeter | professionalField | sky_marshal, David_Cecil_6th_Marquess_of_Exeter | deathPlace | San_Francisco",['David Cecil 6th Marquess of Exeter was born on 1726-01-01. David Cecil 6th Marquess of Exeter professionalField sky marshal. David Cecil 6th Marquess of Exeter deathPlace San Francisco.']
"Bommalattam | imdbId | 418476000000.0, Bommalattam | director | Lotf_Ali_Khan, Bommalattam | director | Gordian_I, Bommalattam | starring | Gordian_I, Bommalattam | writer | Gordian_I",['Bommalattam imdbId 418476000000.0. Bommalattam director Lotf Ali Khan. Bommalattam director Gordian I. Bommalattam starring Gordian I. Bommalattam writer Gordian I.']
"Célia_Lawson | birthDate | 1994-06-14, Célia_Lawson | almaMater | The_Chinese_University_of_Hong_Kong, Célia_Lawson | professionalField | criminology",['Célia Lawson was born on 1994-06-14. Célia Lawson almaMater The Chinese University of Hong Kong. Célia Lawson professionalField criminology.']
"Goodfellas | publisher | George_Allen_and_Unwin, Goodfellas | followedBy | Skáldskaparmál",['Goodfellas publisher George Allen and Unwin. Goodfellas was followed by Skáldskaparmál.']
People_Like_Us | writer | Antoninus_Pius,['People Like Us writer Antoninus Pius.']
"The_Black_Windmill | followedBy | The_Song_of_the_Sibyl, The_Black_Windmill | author | Bob_Marley",['The Black Windmill was followed by The Song of the Sibyl. The Black Windmill author Bob Marley.']
"Monument_to_the_Battle_of_the_Nations | architect | Ashton_Rome, Monument_to_the_Battle_of_the_Nations | address | 11_Diagonal_Street, Monument_to_the_Battle_of_the_Nations | buildingStartDate | ""1923-11-18"", Monument_to_the_Battle_of_the_Nations | currentTenants | EAE_Business_School, Monument_to_the_Battle_of_the_Nations | completionDate | 1776-02-18, Monument_to_the_Battle_of_the_Nations | location | Michigan, Monument_to_the_Battle_of_the_Nations | owner | University_of_Lisbon","['Monument to the Battle of the Nations architect Ashton Rome. Monument to the Battle of the Nations address 11 Diagonal Street. Monument to the Battle of the Nations buildingStartDate ""1923-11-18"". Monument to the Battle of the Nations currentTenants EAE Business School. Monument to the Battle of the Nations completionDate 1776-02-18. Monument to the Battle of the Nations is located in Michigan. Monument to the Battle of the Nations owner University of Lisbon.']"
"Teatro_Campos_Elíseos | architect | Emperor_Yizong_of_Tang, Teatro_Campos_Elíseos | address | 200_Public_Square, Teatro_Campos_Elíseos | buildingStartDate | 1934-01-01, Teatro_Campos_Elíseos | currentTenants | Indian_Institute_of_Management_Ahmedabad, Indian_Institute_of_Management_Ahmedabad | country | ""United_States"", Teatro_Campos_Elíseos | owner | Humboldt_University_of_Berlin","['Teatro Campos Elíseos architect Emperor Yizong of Tang. Teatro Campos Elíseos address 200 Public Square. Teatro Campos Elíseos buildingStartDate 1934-01-01. Teatro Campos Elíseos currentTenants Indian Institute of Management Ahmedabad. Indian Institute of Management Ahmedabad is based in ""United States"". Teatro Campos Elíseos owner Humboldt University of Berlin.']"
Mars_Films | album | Motel_Films,['Mars Films album Motel Films.']
"University_of_Poitiers | numberOfUndergraduateStudents | 282838.0, University_of_Poitiers | staff | 1604.0, University_of_Poitiers | numberOfStudents | 17000, University_of_Poitiers | numberOfDoctoralStudents | 1512, University_of_Poitiers | campus | Veilly",['University of Poitiers numberOfUndergraduateStudents 282838.0. University of Poitiers staff 1604.0. University of Poitiers numberOfStudents 17000. University of Poitiers numberOfDoctoralStudents 1512. University of Poitiers campus Veilly.']
"Arturo_Merino_Benítez_International_Airport | operatingOrganisation | Pakistan_Civil_Aviation_Authority, Arturo_Merino_Benítez_International_Airport | runwayLength | 35.1, Arturo_Merino_Benítez_International_Airport | elevationAboveTheSeaLevel | 17000",['Arturo Merino Benítez International Airport operatingOrganisation Pakistan Civil Aviation Authority. Arturo Merino Benítez International Airport runwayLength 35.1. Arturo Merino Benítez International Airport elevationAboveTheSeaLevel 17000.']
"The_Day_of_the_Owl | writer | Janis_Joplin, The_Day_of_the_Owl | runtime | 115.0, The_Day_of_the_Owl | starring | Abid_Surti, The_Day_of_the_Owl | gross | 1604.0",['The Day of the Owl writer Janis Joplin. The Day of the Owl runtime 115.0. The Day of the Owl starring Abid Surti. The Day of the Owl gross 1604.0.']
"1119_Euboea | apoapsis | 54.56, 1119_Euboea | discovered | 1942-01-01, 1119_Euboea | rotationPeriod | 83.0",['1119 Euboea apoapsis 54.56. 1119 Euboea discovered 1942-01-01. 1119 Euboea rotationPeriod 83.0.']
"Bankura_Sammilani_College | director | ""Opening_of_hope"", Bankura_Sammilani_College | affiliation | University_of_Massachusetts_Boston, Bankura_Sammilani_College | city | Finnish_maritime_cluster","['Bankura Sammilani College director ""Opening of hope"". Bankura Sammilani College affiliation University of Massachusetts Boston. Bankura Sammilani College is located in Finnish maritime cluster.']"
"Moritzbastei | architect | Nicolas_Maurice-Belay, Moritzbastei | address | 108_St_Georges_Terrace, Moritzbastei | currentTenants | Eli_Broad_College_of_Business, Moritzbastei | tenant | Eli_Broad_College_of_Business, Moritzbastei | owner | Technical_University_of_Berlin",['Moritzbastei architect Nicolas Maurice-Belay. Moritzbastei address 108 St Georges Terrace. Moritzbastei currentTenants Eli Broad College of Business. Moritzbastei tenant Eli Broad College of Business. Moritzbastei owner Technical University of Berlin.']
No_Beef | producer | Seven_Witches,['No Beef producer Seven Witches.']
"Love_Metal_Archives_Vol._I | starring | Sweyn_Haakonsson, Love_Metal_Archives_Vol._I | writer | Jared_Tallent, Love_Metal_Archives_Vol._I | starring | Franz_Wurst, Love_Metal_Archives_Vol._I | director | Konstantin_Melnikov, Franz_Wurst | deathYear | 2014",['Love Metal Archives Vol. I starring Sweyn Haakonsson. Love Metal Archives Vol. I writer Jared Tallent. Love Metal Archives Vol. I starring Franz Wurst. Love Metal Archives Vol. I director Konstantin Melnikov. Franz Wurst deathYear 2014.']
Vilamar | leader | Dutch_Clark,['Vilamar leader Dutch Clark.']
"Mermaid_(Train_song) | genre | pop-punk, Mermaid_(Train_song) | followedBy | Allegro_Film, Allegro_Film | followedBy | In_a_Reverie",['Mermaid (Train song) genre pop-punk. Mermaid (Train song) was followed by Allegro Film. Allegro Film was followed by In a Reverie.']
"Nickel_Plate_Road_190 | buildDate | E-Vinyl, Nickel_Plate_Road_190 | engine | two-cylinder_engine, Nickel_Plate_Road_190 | length | 185.0_(centimetres)",['Nickel Plate Road 190 buildDate E-Vinyl. Nickel Plate Road 190 engine two-cylinder engine. Nickel Plate Road 190 length 185.0 approximately centimetres.']
"The_Eternal_Jew | numberOfPages | 1004, The_Eternal_Jew | author | Louis_Armstrong",['The Eternal Jew numberOfPages 1004. The Eternal Jew author Louis Armstrong.']
"Silent_Warnings | director | Einar_Thambarskelfir, Silent_Warnings | producer | Einar_Thambarskelfir, Silent_Warnings | broadcastedBy | Little_Bear, Silent_Warnings | editor | Ed_O'Neill, Silent_Warnings | musicComposer | Tina_Maze, Silent_Warnings | runtime | 94.0","[""Silent Warnings director Einar Thambarskelfir. Silent Warnings producer Einar Thambarskelfir. Silent Warnings broadcastedBy Little Bear. Silent Warnings editor Ed O'Neill. Silent Warnings musicComposer Tina Maze. Silent Warnings runtime 94.0.""]"
"Cleopatra | birthPlace | Karlsruhe, Cleopatra | nationality | ""United_States"", ""United_States"" | language | Hulaulá","['Cleopatra birthPlace Karlsruhe. Cleopatra nationality ""United States"". ""United States"" language Hulaulá.']"
"Tours_University | numberOfUndergraduateStudents | 35.1, Tours_University | staff | 98.0",['Tours University numberOfUndergraduateStudents 35.1. Tours University staff 98.0.']
Machold_Rare_Violins | product | multiplayer_game,['Machold Rare Violins product multiplayer game.']
